tagNumber,tagDescription,tagStatus,equipmentClassId,manufacturer,criticalityClass,installationDate,cfihosId
P-8393,Centrifugal Pump P-8393,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2016-03-29,CFIHOS-00000028
XV-8394,Isolation Valve XV-8394,Decommissioned,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2016-05-30,CFIHOS-00000028
COL-8395,Distillation Column COL-8395,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2023-05-28,CFIHOS-00000028
FT-8396,Flow Transmitter FT-8396,Out of Service,EC-INST-FT,Halberd Valve Corporation,Low,2012-06-26,CFIHOS-00000028
COL-8397,Distillation Column COL-8397,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2018-01-04,CFIHOS-00000028
COL-8398,Distillation Column COL-8398,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,Medium,2013-04-29,CFIHOS-00000028
PT-8399,Pressure Transmitter PT-8399,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,High,2017-01-17,CFIHOS-00000028
FCV-8400,Control Valve FCV-8400,Commissioning,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2012-02-06,CFIHOS-00000028
PT-8401,Pressure Transmitter PT-8401,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Medium,2018-10-22,CFIHOS-00000028
PT-8402,Pressure Transmitter PT-8402,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2022-06-17,CFIHOS-00000028
LT-8403,Level Transmitter LT-8403,Out of Service,EC-INST-LT,Ironclad Controls Inc.,High,2018-01-11,CFIHOS-00000028
PT-8404,Pressure Transmitter PT-8404,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Medium,2012-12-04,CFIHOS-00000028
PT-8405,Pressure Transmitter PT-8405,Decommissioned,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2015-02-15,CFIHOS-00000028
E-8406,Shell & Tube Exchanger E-8406,In Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2020-04-10,CFIHOS-00000028
K-8407,Centrifugal Compressor K-8407,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2013-05-23,CFIHOS-00000028
K-8408,Centrifugal Compressor K-8408,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2018-10-20,CFIHOS-00000028
P-8409,Reciprocating Pump P-8409,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2021-06-09,CFIHOS-00000028
FT-8410,Flow Transmitter FT-8410,In Service,EC-INST-FT,Ironclad Controls Inc.,Medium,2013-02-08,CFIHOS-00000028
LT-8411,Level Transmitter LT-8411,Out of Service,EC-INST-LT,Ironclad Controls Inc.,Medium,2022-11-07,CFIHOS-00000028
P-8412,Centrifugal Pump P-8412,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2015-10-28,CFIHOS-00000028
PSV-8413,Pressure Relief Valve PSV-8413,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2021-08-24,CFIHOS-00000028
COL-8414,Distillation Column COL-8414,Out of Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Medium,2013-07-04,CFIHOS-00000028
PSV-8415,Pressure Relief Valve PSV-8415,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2016-08-28,CFIHOS-00000028
E-8416,Shell & Tube Exchanger E-8416,In Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2017-12-23,CFIHOS-00000028
XV-8417,Isolation Valve XV-8417,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2019-07-08,CFIHOS-00000028
FT-8418,Flow Transmitter FT-8418,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2012-09-04,CFIHOS-00000028
TT-8419,Temperature Transmitter TT-8419,Out of Service,EC-INST-TT,Halberd Valve Corporation,Low,2016-03-06,CFIHOS-00000028
FCV-8420,Control Valve FCV-8420,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2021-12-18,CFIHOS-00000028
PSV-8421,Pressure Relief Valve PSV-8421,Decommissioned,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2021-10-02,CFIHOS-00000028
E-8422,Shell & Tube Exchanger E-8422,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2023-05-10,CFIHOS-00000028
V-8423,Separator V-8423,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2012-09-02,CFIHOS-00000028
E-8424,Shell & Tube Exchanger E-8424,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2012-10-27,CFIHOS-00000028
P-8425,Reciprocating Pump P-8425,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2012-03-16,CFIHOS-00000028
COL-8426,Distillation Column COL-8426,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,High,2014-05-08,CFIHOS-00000028
P-8427,Reciprocating Pump P-8427,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2012-06-10,CFIHOS-00000028
P-8428,Centrifugal Pump P-8428,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2013-03-23,CFIHOS-00000028
FT-8429,Flow Transmitter FT-8429,In Service,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2016-04-24,CFIHOS-00000028
LT-8430,Level Transmitter LT-8430,In Service,EC-INST-LT,Ironclad Controls Inc.,High,2012-09-09,CFIHOS-00000028
PSV-8431,Pressure Relief Valve PSV-8431,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2013-04-08,CFIHOS-00000028
PSV-8432,Pressure Relief Valve PSV-8432,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2022-04-13,CFIHOS-00000028
P-8433,Centrifugal Pump P-8433,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,High,2012-08-27,CFIHOS-00000028
K-8434,Centrifugal Compressor K-8434,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2013-12-23,CFIHOS-00000028
COL-8435,Distillation Column COL-8435,Decommissioned,EC-VESSEL-COL,Ironclad Controls Inc.,High,2020-09-05,CFIHOS-00000028
V-8436,Separator V-8436,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2014-08-06,CFIHOS-00000028
PSV-8437,Pressure Relief Valve PSV-8437,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2019-10-01,CFIHOS-00000028
P-8438,Reciprocating Pump P-8438,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2019-11-16,CFIHOS-00000028
P-8439,Reciprocating Pump P-8439,Out of Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Medium,2013-02-27,CFIHOS-00000028
FT-8440,Flow Transmitter FT-8440,Commissioning,EC-INST-FT,Ironclad Controls Inc.,High,2020-09-15,CFIHOS-00000028
P-8441,Reciprocating Pump P-8441,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2013-10-11,CFIHOS-00000028
LT-8442,Level Transmitter LT-8442,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,High,2017-09-28,CFIHOS-00000028
XV-8443,Isolation Valve XV-8443,Out of Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2014-07-05,CFIHOS-00000028
P-8444,Centrifugal Pump P-8444,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2012-03-26,CFIHOS-00000028
FT-8445,Flow Transmitter FT-8445,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,High,2019-02-14,CFIHOS-00000028
COL-8446,Distillation Column COL-8446,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2016-06-26,CFIHOS-00000028
E-8447,Shell & Tube Exchanger E-8447,In Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2021-11-02,CFIHOS-00000028
FCV-8448,Control Valve FCV-8448,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2018-11-13,CFIHOS-00000028
COL-8449,Distillation Column COL-8449,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Low,2023-08-10,CFIHOS-00000028
V-8450,Separator V-8450,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2014-11-17,CFIHOS-00000028
COL-8451,Distillation Column COL-8451,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,High,2014-03-23,CFIHOS-00000028
FT-8452,Flow Transmitter FT-8452,In Service,EC-INST-FT,Ironclad Controls Inc.,Low,2017-04-30,CFIHOS-00000028
K-8453,Centrifugal Compressor K-8453,In Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2018-01-11,CFIHOS-00000028
K-8454,Centrifugal Compressor K-8454,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2023-04-30,CFIHOS-00000028
P-8455,Reciprocating Pump P-8455,Commissioning,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Low,2014-06-25,CFIHOS-00000028
K-8456,Centrifugal Compressor K-8456,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2023-09-06,CFIHOS-00000028
E-8457,Shell & Tube Exchanger E-8457,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2017-10-05,CFIHOS-00000028
TT-8458,Temperature Transmitter TT-8458,Commissioning,EC-INST-TT,Ironclad Controls Inc.,Low,2016-04-19,CFIHOS-00000028
PSV-8459,Pressure Relief Valve PSV-8459,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2021-07-24,CFIHOS-00000028
PSV-8460,Pressure Relief Valve PSV-8460,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2021-09-21,CFIHOS-00000028
FT-8461,Flow Transmitter FT-8461,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Low,2013-05-27,CFIHOS-00000028
P-8462,Reciprocating Pump P-8462,In Service,EC-PUMP-RECIP,Halberd Valve Corporation,High,2015-01-16,CFIHOS-00000028
LT-8463,Level Transmitter LT-8463,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,High,2012-06-06,CFIHOS-00000028
LT-8464,Level Transmitter LT-8464,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2023-08-03,CFIHOS-00000028
XV-8465,Isolation Valve XV-8465,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2013-06-29,CFIHOS-00000028
P-8466,Centrifugal Pump P-8466,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,Low,2015-01-08,CFIHOS-00000028
PSV-8467,Pressure Relief Valve PSV-8467,In Service,EC-VALVE-RELIEF,Ironclad Controls Inc.,High,2020-01-15,CFIHOS-00000028
P-8468,Reciprocating Pump P-8468,Commissioning,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2022-03-11,CFIHOS-00000028
TT-8469,Temperature Transmitter TT-8469,Commissioning,EC-INST-TT,Halberd Valve Corporation,High,2017-08-01,CFIHOS-00000028
K-8470,Centrifugal Compressor K-8470,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2020-09-08,CFIHOS-00000028
FT-8471,Flow Transmitter FT-8471,Commissioning,EC-INST-FT,Halberd Valve Corporation,Medium,2015-05-22,CFIHOS-00000028
TT-8472,Temperature Transmitter TT-8472,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2020-12-30,CFIHOS-00000028
P-8473,Centrifugal Pump P-8473,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2013-12-17,CFIHOS-00000028
P-8474,Centrifugal Pump P-8474,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2012-08-08,CFIHOS-00000028
LT-8475,Level Transmitter LT-8475,Commissioning,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2022-11-04,CFIHOS-00000028
K-8476,Centrifugal Compressor K-8476,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Medium,2017-02-15,CFIHOS-00000028
K-8477,Centrifugal Compressor K-8477,Commissioning,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2019-10-09,CFIHOS-00000028
P-8478,Centrifugal Pump P-8478,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2023-01-23,CFIHOS-00000028
V-8479,Separator V-8479,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2012-06-11,CFIHOS-00000028
PT-8480,Pressure Transmitter PT-8480,In Service,EC-INST-PT,Halberd Valve Corporation,Medium,2013-02-02,CFIHOS-00000028
FT-8481,Flow Transmitter FT-8481,In Service,EC-INST-FT,Reedmoor Pumps & Compressors,High,2021-05-01,CFIHOS-00000028
FT-8482,Flow Transmitter FT-8482,Commissioning,EC-INST-FT,Halberd Valve Corporation,Low,2023-04-30,CFIHOS-00000028
P-8483,Centrifugal Pump P-8483,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2018-12-27,CFIHOS-00000028
K-8484,Centrifugal Compressor K-8484,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2018-06-16,CFIHOS-00000028
K-8485,Centrifugal Compressor K-8485,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2021-05-15,CFIHOS-00000028
P-8486,Reciprocating Pump P-8486,Decommissioned,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2016-01-15,CFIHOS-00000028
TT-8487,Temperature Transmitter TT-8487,In Service,EC-INST-TT,Ironclad Controls Inc.,High,2014-08-21,CFIHOS-00000028
K-8488,Centrifugal Compressor K-8488,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2016-09-20,CFIHOS-00000028
V-8489,Separator V-8489,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2012-04-27,CFIHOS-00000028
XV-8490,Isolation Valve XV-8490,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2018-04-05,CFIHOS-00000028
TT-8491,Temperature Transmitter TT-8491,In Service,EC-INST-TT,Reedmoor Pumps & Compressors,Medium,2021-11-04,CFIHOS-00000028
COL-8492,Distillation Column COL-8492,Out of Service,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2016-03-22,CFIHOS-00000028
E-8493,Shell & Tube Exchanger E-8493,Out of Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2014-05-11,CFIHOS-00000028
COL-8494,Distillation Column COL-8494,Decommissioned,EC-VESSEL-COL,Reedmoor Pumps & Compressors,High,2019-03-24,CFIHOS-00000028
P-8495,Centrifugal Pump P-8495,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2016-06-08,CFIHOS-00000028
TT-8496,Temperature Transmitter TT-8496,In Service,EC-INST-TT,Ironclad Controls Inc.,Medium,2018-07-12,CFIHOS-00000028
PT-8497,Pressure Transmitter PT-8497,Decommissioned,EC-INST-PT,Ironclad Controls Inc.,Medium,2022-08-02,CFIHOS-00000028
COL-8498,Distillation Column COL-8498,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2017-07-27,CFIHOS-00000028
PSV-8499,Pressure Relief Valve PSV-8499,Decommissioned,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2015-01-24,CFIHOS-00000028
E-8500,Shell & Tube Exchanger E-8500,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2013-04-09,CFIHOS-00000028
E-8501,Shell & Tube Exchanger E-8501,In Service,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2023-01-18,CFIHOS-00000028
PT-8502,Pressure Transmitter PT-8502,In Service,EC-INST-PT,Halberd Valve Corporation,High,2017-08-02,CFIHOS-00000028
FT-8503,Flow Transmitter FT-8503,Commissioning,EC-INST-FT,Halberd Valve Corporation,High,2017-05-14,CFIHOS-00000028
PSV-8504,Pressure Relief Valve PSV-8504,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,Low,2012-07-20,CFIHOS-00000028
TT-8505,Temperature Transmitter TT-8505,Decommissioned,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2023-09-01,CFIHOS-00000028
PT-8506,Pressure Transmitter PT-8506,Out of Service,EC-INST-PT,Ironclad Controls Inc.,Medium,2013-11-22,CFIHOS-00000028
TT-8507,Temperature Transmitter TT-8507,In Service,EC-INST-TT,Ironclad Controls Inc.,Medium,2019-01-03,CFIHOS-00000028
PSV-8508,Pressure Relief Valve PSV-8508,In Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2018-06-24,CFIHOS-00000028
LT-8509,Level Transmitter LT-8509,Decommissioned,EC-INST-LT,Halberd Valve Corporation,Medium,2015-03-03,CFIHOS-00000028
FCV-8510,Control Valve FCV-8510,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,High,2021-09-05,CFIHOS-00000028
P-8511,Reciprocating Pump P-8511,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2012-11-04,CFIHOS-00000028
FCV-8512,Control Valve FCV-8512,Decommissioned,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2018-10-12,CFIHOS-00000028
K-8513,Centrifugal Compressor K-8513,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2015-03-10,CFIHOS-00000028
P-8514,Reciprocating Pump P-8514,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2020-12-26,CFIHOS-00000028
PSV-8515,Pressure Relief Valve PSV-8515,Commissioning,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2018-02-26,CFIHOS-00000028
COL-8516,Distillation Column COL-8516,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Low,2012-12-15,CFIHOS-00000028
FCV-8517,Control Valve FCV-8517,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2021-11-20,CFIHOS-00000028
V-8518,Separator V-8518,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2017-09-20,CFIHOS-00000028
XV-8519,Isolation Valve XV-8519,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2020-06-21,CFIHOS-00000028
K-8520,Centrifugal Compressor K-8520,In Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2019-05-21,CFIHOS-00000028
E-8521,Shell & Tube Exchanger E-8521,Out of Service,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2018-11-11,CFIHOS-00000028
E-8522,Shell & Tube Exchanger E-8522,Decommissioned,EC-HEATEXCH-SHELL,Halberd Valve Corporation,Low,2016-11-19,CFIHOS-00000028
FT-8523,Flow Transmitter FT-8523,Out of Service,EC-INST-FT,Ironclad Controls Inc.,High,2012-04-16,CFIHOS-00000028
FCV-8524,Control Valve FCV-8524,Out of Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2022-12-05,CFIHOS-00000028
PT-8525,Pressure Transmitter PT-8525,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2020-12-16,CFIHOS-00000028
LT-8526,Level Transmitter LT-8526,In Service,EC-INST-LT,Halberd Valve Corporation,High,2014-07-01,CFIHOS-00000028
K-8527,Centrifugal Compressor K-8527,Decommissioned,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Low,2012-02-07,CFIHOS-00000028
PT-8528,Pressure Transmitter PT-8528,Decommissioned,EC-INST-PT,Halberd Valve Corporation,High,2020-06-24,CFIHOS-00000028
V-8529,Separator V-8529,Out of Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2023-04-05,CFIHOS-00000028
FT-8530,Flow Transmitter FT-8530,Commissioning,EC-INST-FT,Ironclad Controls Inc.,High,2020-04-15,CFIHOS-00000028
V-8531,Separator V-8531,Out of Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2016-11-25,CFIHOS-00000028
PT-8532,Pressure Transmitter PT-8532,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2018-09-28,CFIHOS-00000028
PSV-8533,Pressure Relief Valve PSV-8533,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2020-12-15,CFIHOS-00000028
XV-8534,Isolation Valve XV-8534,Commissioning,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2012-07-04,CFIHOS-00000028
PT-8535,Pressure Transmitter PT-8535,In Service,EC-INST-PT,Ironclad Controls Inc.,Low,2023-11-29,CFIHOS-00000028
V-8536,Separator V-8536,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2021-01-26,CFIHOS-00000028
K-8537,Centrifugal Compressor K-8537,Out of Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2016-12-31,CFIHOS-00000028
P-8538,Reciprocating Pump P-8538,Out of Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2022-10-02,CFIHOS-00000028
P-8539,Centrifugal Pump P-8539,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,Low,2012-12-13,CFIHOS-00000028
K-8540,Centrifugal Compressor K-8540,Out of Service,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,Low,2023-02-16,CFIHOS-00000028
PT-8541,Pressure Transmitter PT-8541,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Medium,2013-05-23,CFIHOS-00000028
PT-8542,Pressure Transmitter PT-8542,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Medium,2013-07-31,CFIHOS-00000028
FCV-8543,Control Valve FCV-8543,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2018-02-17,CFIHOS-00000028
K-8544,Centrifugal Compressor K-8544,In Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2023-02-16,CFIHOS-00000028
PT-8545,Pressure Transmitter PT-8545,In Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2018-11-24,CFIHOS-00000028
FCV-8546,Control Valve FCV-8546,Out of Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2016-12-26,CFIHOS-00000028
PT-8547,Pressure Transmitter PT-8547,Commissioning,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2019-12-22,CFIHOS-00000028
FT-8548,Flow Transmitter FT-8548,In Service,EC-INST-FT,Halberd Valve Corporation,Medium,2023-05-27,CFIHOS-00000028
V-8549,Separator V-8549,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2012-01-05,CFIHOS-00000028
P-8550,Centrifugal Pump P-8550,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2020-08-09,CFIHOS-00000028
LT-8551,Level Transmitter LT-8551,In Service,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2022-02-22,CFIHOS-00000028
XV-8552,Isolation Valve XV-8552,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Medium,2016-01-20,CFIHOS-00000028
PSV-8553,Pressure Relief Valve PSV-8553,Decommissioned,EC-VALVE-RELIEF,Halberd Valve Corporation,Medium,2014-02-02,CFIHOS-00000028
V-8554,Separator V-8554,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2021-10-17,CFIHOS-00000028
V-8555,Separator V-8555,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2015-07-04,CFIHOS-00000028
LT-8556,Level Transmitter LT-8556,Out of Service,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2018-10-07,CFIHOS-00000028
PT-8557,Pressure Transmitter PT-8557,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2015-08-19,CFIHOS-00000028
LT-8558,Level Transmitter LT-8558,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,Low,2023-02-10,CFIHOS-00000028
E-8559,Shell & Tube Exchanger E-8559,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2017-11-03,CFIHOS-00000028
V-8560,Separator V-8560,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Low,2017-09-19,CFIHOS-00000028
K-8561,Centrifugal Compressor K-8561,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2012-07-29,CFIHOS-00000028
LT-8562,Level Transmitter LT-8562,In Service,EC-INST-LT,Ironclad Controls Inc.,High,2019-05-06,CFIHOS-00000028
V-8563,Separator V-8563,Commissioning,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2021-07-26,CFIHOS-00000028
FCV-8564,Control Valve FCV-8564,Decommissioned,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2022-08-17,CFIHOS-00000028
E-8565,Shell & Tube Exchanger E-8565,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Medium,2012-01-02,CFIHOS-00000028
FCV-8566,Control Valve FCV-8566,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,High,2018-05-08,CFIHOS-00000028
COL-8567,Distillation Column COL-8567,In Service,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Medium,2012-02-23,CFIHOS-00000028
K-8568,Centrifugal Compressor K-8568,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2019-12-26,CFIHOS-00000028
K-8569,Centrifugal Compressor K-8569,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2016-12-29,CFIHOS-00000028
FT-8570,Flow Transmitter FT-8570,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Medium,2016-01-04,CFIHOS-00000028
E-8571,Shell & Tube Exchanger E-8571,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2017-10-18,CFIHOS-00000028
