itemId,name,failureModeClass,cfihosId
MI-001472,V-35969 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001473,FCV-12172 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001474,PSV-14028 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001475,E-4593 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001476,E-3467 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001477,TT-16752 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001478,PSV-32682 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001479,P-35199 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001480,K-23422 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001481,COL-4738 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001482,P-10211 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001483,K-5345 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001484,XV-37324 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001485,FT-34000 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001486,COL-31529 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001487,COL-27859 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001488,E-7951 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001489,COL-7873 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001490,PT-2515 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001491,PSV-11953 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001492,FCV-4052 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001493,XV-9470 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001494,COL-219 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001495,P-24309 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001496,E-10202 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001497,V-17963 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001498,PT-35984 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001499,LT-4973 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001500,P-10348 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001501,K-1761 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001502,XV-24269 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001503,P-8094 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001504,LT-1258 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001505,LT-7923 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001506,TT-38884 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001507,FT-26591 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001508,K-36665 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001509,V-11939 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001510,PT-2470 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001511,P-28371 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001512,PSV-34673 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001513,TT-25471 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001514,XV-6665 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001515,TT-17030 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001516,TT-39587 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001517,V-25002 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001518,K-15761 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001519,E-21450 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001520,PT-29670 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001521,TT-26807 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001522,XV-23954 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001523,P-33975 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001524,P-11063 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001525,FCV-2687 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001526,LT-16561 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001527,LT-34136 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001528,K-19151 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001529,PT-23121 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001530,PT-9437 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001531,E-1766 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001532,V-11114 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001533,PT-11898 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001534,TT-1930 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001535,FCV-22366 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001536,V-39096 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001537,XV-34513 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001538,P-4061 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001539,FCV-39135 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001540,XV-6112 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001541,K-13917 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001542,PSV-11469 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001543,PSV-26717 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001544,COL-14983 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001545,FCV-30357 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001546,FCV-30579 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001547,E-5516 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001548,P-33468 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001549,PSV-3481 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001550,E-16386 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001551,V-8423 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001552,V-17404 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001553,P-29380 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001554,PSV-4952 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001555,K-24475 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001556,P-39658 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001557,COL-7675 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001558,PT-14016 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001559,PT-7001 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001560,P-14363 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001561,FCV-27147 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001562,K-19646 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001563,P-26253 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001564,K-14130 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001565,LT-25420 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001566,FCV-39403 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001567,XV-36570 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001568,XV-4519 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001569,K-16462 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001570,FCV-24191 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001571,COL-38762 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001572,P-35091 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001573,FT-5232 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001574,FCV-26666 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001575,V-24299 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001576,TT-3356 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001577,PSV-38577 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001578,PT-32170 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001579,P-17019 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001580,COL-6962 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001581,P-38332 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001582,COL-35038 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001583,PT-19845 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001584,P-15264 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001585,TT-13144 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001586,FT-24831 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001587,COL-32207 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001588,P-37272 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001589,COL-28024 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001590,FCV-30134 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001591,K-19106 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001592,V-36499 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001593,COL-17016 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001594,P-18091 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001595,K-4792 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001596,FT-3979 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001597,E-15686 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001598,FCV-6202 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001599,P-4486 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001600,V-6853 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001601,LT-21102 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001602,V-5059 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001603,LT-33088 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001604,TT-12996 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001605,PSV-38672 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001606,P-21395 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001607,P-26076 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001608,TT-23011 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001609,LT-24098 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001610,COL-35581 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001611,V-28626 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001612,LT-35062 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001613,COL-20906 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001614,P-6440 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001615,P-3805 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001616,COL-30107 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001617,TT-30208 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001618,V-35196 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001619,XV-162 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001620,TT-27584 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001621,K-38231 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001622,K-34433 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001623,PT-25354 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001624,V-39552 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001625,V-22490 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001626,FT-3961 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001627,COL-2860 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001628,E-36254 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001629,PSV-6446 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001630,FT-4658 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001631,K-23838 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001632,V-28364 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001633,E-553 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001634,XV-14968 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001635,LT-9427 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001636,LT-20257 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001637,PT-39914 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001638,PSV-8043 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001639,PSV-11142 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001640,PT-37008 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001641,P-12207 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001642,PT-33387 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001643,P-1932 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001644,XV-27572 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001645,V-1642 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001646,FT-6393 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001647,V-9712 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001648,COL-16899 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001649,XV-9624 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001650,FCV-15026 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001651,XV-34817 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001652,TT-26451 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001653,FCV-39505 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001654,PT-16391 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001655,FCV-25894 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001656,V-28958 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001657,V-17982 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001658,LT-7238 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001659,XV-11282 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001660,PT-15897 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-001661,P-7666 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001662,P-27959 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001663,TT-16111 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001664,FT-25507 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-001665,V-24751 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-001666,K-33619 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-001667,XV-31448 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-001668,P-19537 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001669,P-10555 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-001670,P-31145 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
