tpvId,tagNumber,propertyId,value,unitOfMeasureId,cfihosId
TPV-0018869,LT-6294,PROP-002,-4.1,UOM-DEGC,CFIHOS-00000030
TPV-0018870,LT-6294,PROP-005,813.9,UOM-M3H,CFIHOS-00000030
TPV-0018871,K-6295,PROP-009,300#,,CFIHOS-00000030
TPV-0018872,K-6295,PROP-003,125.2,UOM-BARG,CFIHOS-00000030
TPV-0018873,K-6295,PROP-006,2081.2,UOM-KW,CFIHOS-00000030
TPV-0018874,P-6296,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0018875,P-6296,PROP-012,76.5,UOM-BARG,CFIHOS-00000030
TPV-0018876,P-6296,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0018877,V-6297,PROP-012,18.0,UOM-BARG,CFIHOS-00000030
TPV-0018878,V-6297,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0018879,V-6297,PROP-005,1452.5,UOM-M3H,CFIHOS-00000030
TPV-0018880,FCV-6298,PROP-005,430.4,UOM-M3H,CFIHOS-00000030
TPV-0018881,FCV-6298,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0018882,P-6299,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0018883,P-6299,PROP-005,2321.7,UOM-M3H,CFIHOS-00000030
TPV-0018884,P-6299,PROP-003,143.5,UOM-BARG,CFIHOS-00000030
TPV-0018885,P-6299,PROP-006,1747.7,UOM-KW,CFIHOS-00000030
TPV-0018886,P-6300,PROP-003,38.5,UOM-BARG,CFIHOS-00000030
TPV-0018887,P-6300,PROP-002,38.4,UOM-DEGC,CFIHOS-00000030
TPV-0018888,P-6300,PROP-009,300#,,CFIHOS-00000030
TPV-0018889,P-6300,PROP-004,269.9,UOM-DEGC,CFIHOS-00000030
TPV-0018890,FT-6301,PROP-009,150#,,CFIHOS-00000030
TPV-0018891,FT-6301,PROP-002,180.5,UOM-DEGC,CFIHOS-00000030
TPV-0018892,PT-6302,PROP-005,524.9,UOM-M3H,CFIHOS-00000030
TPV-0018893,PT-6302,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0018894,PT-6302,PROP-003,20.1,UOM-BARG,CFIHOS-00000030
TPV-0018895,COL-6303,PROP-009,600#,,CFIHOS-00000030
TPV-0018896,COL-6303,PROP-006,333.3,UOM-KW,CFIHOS-00000030
TPV-0018897,TT-6304,PROP-003,83.8,UOM-BARG,CFIHOS-00000030
TPV-0018898,TT-6304,PROP-009,900#,,CFIHOS-00000030
TPV-0018899,XV-6305,PROP-001,136.9,UOM-BARG,CFIHOS-00000030
TPV-0018900,XV-6305,PROP-012,76.5,UOM-BARG,CFIHOS-00000030
TPV-0018901,XV-6305,PROP-003,63.3,UOM-BARG,CFIHOS-00000030
TPV-0018902,XV-6305,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0018903,E-6306,PROP-004,132.6,UOM-DEGC,CFIHOS-00000030
TPV-0018904,E-6306,PROP-006,1365.2,UOM-KW,CFIHOS-00000030
TPV-0018905,E-6306,PROP-003,138.9,UOM-BARG,CFIHOS-00000030
TPV-0018906,FT-6307,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0018907,FT-6307,PROP-012,65.6,UOM-BARG,CFIHOS-00000030
TPV-0018908,FT-6307,PROP-010,None,,CFIHOS-00000030
TPV-0018909,COL-6308,PROP-001,72.8,UOM-BARG,CFIHOS-00000030
TPV-0018910,COL-6308,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0018911,COL-6308,PROP-003,47.7,UOM-BARG,CFIHOS-00000030
TPV-0018912,XV-6309,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0018913,XV-6309,PROP-012,86.6,UOM-BARG,CFIHOS-00000030
TPV-0018914,XV-6309,PROP-004,92.6,UOM-DEGC,CFIHOS-00000030
TPV-0018915,XV-6309,PROP-005,993.9,UOM-M3H,CFIHOS-00000030
TPV-0018916,LT-6310,PROP-001,80.4,UOM-BARG,CFIHOS-00000030
TPV-0018917,LT-6310,PROP-010,None,,CFIHOS-00000030
TPV-0018918,LT-6310,PROP-012,12.9,UOM-BARG,CFIHOS-00000030
TPV-0018919,FT-6311,PROP-002,396.0,UOM-DEGC,CFIHOS-00000030
TPV-0018920,FT-6311,PROP-009,600#,,CFIHOS-00000030
TPV-0018921,FT-6311,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0018922,FT-6311,PROP-013,48.2,UOM-BARG,CFIHOS-00000030
TPV-0018923,TT-6312,PROP-005,215.3,UOM-M3H,CFIHOS-00000030
TPV-0018924,TT-6312,PROP-011,7410.9,UOM-KG,CFIHOS-00000030
TPV-0018925,TT-6312,PROP-004,289.2,UOM-DEGC,CFIHOS-00000030
TPV-0018926,V-6313,PROP-001,97.5,UOM-BARG,CFIHOS-00000030
TPV-0018927,V-6313,PROP-009,900#,,CFIHOS-00000030
TPV-0018928,V-6313,PROP-004,139.1,UOM-DEGC,CFIHOS-00000030
TPV-0018929,V-6313,PROP-006,2706.3,UOM-KW,CFIHOS-00000030
TPV-0018930,TT-6314,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0018931,TT-6314,PROP-009,150#,,CFIHOS-00000030
TPV-0018932,V-6315,PROP-001,2.6,UOM-BARG,CFIHOS-00000030
TPV-0018933,V-6315,PROP-004,161.1,UOM-DEGC,CFIHOS-00000030
TPV-0018934,V-6315,PROP-011,3154.7,UOM-KG,CFIHOS-00000030
TPV-0018935,XV-6316,PROP-005,1553.9,UOM-M3H,CFIHOS-00000030
TPV-0018936,XV-6316,PROP-009,600#,,CFIHOS-00000030
TPV-0018937,P-6317,PROP-010,None,,CFIHOS-00000030
TPV-0018938,P-6317,PROP-006,1113.0,UOM-KW,CFIHOS-00000030
TPV-0018939,P-6317,PROP-012,54.5,UOM-BARG,CFIHOS-00000030
TPV-0018940,FT-6318,PROP-013,20.3,UOM-BARG,CFIHOS-00000030
TPV-0018941,FT-6318,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0018942,FT-6318,PROP-004,82.5,UOM-DEGC,CFIHOS-00000030
TPV-0018943,FT-6318,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0018944,PT-6319,PROP-006,1135.1,UOM-KW,CFIHOS-00000030
TPV-0018945,PT-6319,PROP-001,107.6,UOM-BARG,CFIHOS-00000030
TPV-0018946,K-6320,PROP-005,984.4,UOM-M3H,CFIHOS-00000030
TPV-0018947,K-6320,PROP-009,150#,,CFIHOS-00000030
TPV-0018948,FT-6321,PROP-006,2127.2,UOM-KW,CFIHOS-00000030
TPV-0018949,FT-6321,PROP-002,372.7,UOM-DEGC,CFIHOS-00000030
TPV-0018950,FT-6321,PROP-009,150#,,CFIHOS-00000030
TPV-0018951,FT-6321,PROP-012,80.4,UOM-BARG,CFIHOS-00000030
TPV-0018952,LT-6322,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0018953,LT-6322,PROP-003,69.2,UOM-BARG,CFIHOS-00000030
TPV-0018954,LT-6322,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0018955,P-6323,PROP-012,63.9,UOM-BARG,CFIHOS-00000030
TPV-0018956,P-6323,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0018957,P-6323,PROP-009,900#,,CFIHOS-00000030
TPV-0018958,FT-6324,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0018959,FT-6324,PROP-001,144.4,UOM-BARG,CFIHOS-00000030
TPV-0018960,FT-6324,PROP-003,93.2,UOM-BARG,CFIHOS-00000030
TPV-0018961,P-6325,PROP-011,531.1,UOM-KG,CFIHOS-00000030
TPV-0018962,P-6325,PROP-013,36.0,UOM-BARG,CFIHOS-00000030
TPV-0018963,P-6325,PROP-006,1230.1,UOM-KW,CFIHOS-00000030
TPV-0018964,V-6326,PROP-003,145.2,UOM-BARG,CFIHOS-00000030
TPV-0018965,V-6326,PROP-006,2116.5,UOM-KW,CFIHOS-00000030
TPV-0018966,V-6326,PROP-004,263.8,UOM-DEGC,CFIHOS-00000030
TPV-0018967,V-6326,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0018968,PSV-6327,PROP-005,1617.1,UOM-M3H,CFIHOS-00000030
TPV-0018969,PSV-6327,PROP-012,88.7,UOM-BARG,CFIHOS-00000030
TPV-0018970,PSV-6327,PROP-009,150#,,CFIHOS-00000030
TPV-0018971,COL-6328,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0018972,COL-6328,PROP-002,8.0,UOM-DEGC,CFIHOS-00000030
TPV-0018973,COL-6328,PROP-012,42.5,UOM-BARG,CFIHOS-00000030
TPV-0018974,COL-6328,PROP-005,1461.0,UOM-M3H,CFIHOS-00000030
TPV-0018975,FT-6329,PROP-010,None,,CFIHOS-00000030
TPV-0018976,FT-6329,PROP-003,114.0,UOM-BARG,CFIHOS-00000030
TPV-0018977,PT-6330,PROP-006,88.3,UOM-KW,CFIHOS-00000030
TPV-0018978,PT-6330,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0018979,PT-6330,PROP-011,4295.8,UOM-KG,CFIHOS-00000030
TPV-0018980,PT-6330,PROP-012,21.1,UOM-BARG,CFIHOS-00000030
TPV-0018981,PSV-6331,PROP-013,25.1,UOM-BARG,CFIHOS-00000030
TPV-0018982,PSV-6331,PROP-006,1002.0,UOM-KW,CFIHOS-00000030
TPV-0018983,FCV-6332,PROP-012,19.5,UOM-BARG,CFIHOS-00000030
TPV-0018984,FCV-6332,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0018985,FCV-6332,PROP-001,140.6,UOM-BARG,CFIHOS-00000030
TPV-0018986,FCV-6332,PROP-005,1719.4,UOM-M3H,CFIHOS-00000030
TPV-0018987,P-6333,PROP-009,600#,,CFIHOS-00000030
TPV-0018988,P-6333,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0018989,P-6333,PROP-005,2295.9,UOM-M3H,CFIHOS-00000030
TPV-0018990,K-6334,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0018991,K-6334,PROP-006,2422.0,UOM-KW,CFIHOS-00000030
TPV-0018992,K-6334,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0018993,K-6334,PROP-011,9756.8,UOM-KG,CFIHOS-00000030
TPV-0018994,E-6335,PROP-001,59.2,UOM-BARG,CFIHOS-00000030
TPV-0018995,E-6335,PROP-004,56.9,UOM-DEGC,CFIHOS-00000030
TPV-0018996,E-6335,PROP-003,11.1,UOM-BARG,CFIHOS-00000030
TPV-0018997,FT-6336,PROP-002,315.6,UOM-DEGC,CFIHOS-00000030
TPV-0018998,FT-6336,PROP-012,90.7,UOM-BARG,CFIHOS-00000030
TPV-0018999,FT-6336,PROP-003,132.4,UOM-BARG,CFIHOS-00000030
TPV-0019000,E-6337,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0019001,E-6337,PROP-012,36.7,UOM-BARG,CFIHOS-00000030
TPV-0019002,E-6337,PROP-013,21.3,UOM-BARG,CFIHOS-00000030
TPV-0019003,PSV-6338,PROP-001,70.6,UOM-BARG,CFIHOS-00000030
TPV-0019004,PSV-6338,PROP-009,900#,,CFIHOS-00000030
TPV-0019005,E-6339,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0019006,E-6339,PROP-013,9.2,UOM-BARG,CFIHOS-00000030
TPV-0019007,E-6339,PROP-002,333.5,UOM-DEGC,CFIHOS-00000030
TPV-0019008,E-6339,PROP-012,66.7,UOM-BARG,CFIHOS-00000030
TPV-0019009,PSV-6340,PROP-009,600#,,CFIHOS-00000030
TPV-0019010,PSV-6340,PROP-003,34.2,UOM-BARG,CFIHOS-00000030
TPV-0019011,PSV-6340,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0019012,V-6341,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0019013,V-6341,PROP-009,600#,,CFIHOS-00000030
TPV-0019014,V-6341,PROP-011,5014.1,UOM-KG,CFIHOS-00000030
TPV-0019015,V-6341,PROP-001,108.4,UOM-BARG,CFIHOS-00000030
TPV-0019016,TT-6342,PROP-002,27.6,UOM-DEGC,CFIHOS-00000030
TPV-0019017,TT-6342,PROP-001,84.7,UOM-BARG,CFIHOS-00000030
TPV-0019018,TT-6342,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0019019,TT-6342,PROP-005,92.4,UOM-M3H,CFIHOS-00000030
TPV-0019020,TT-6343,PROP-006,1137.1,UOM-KW,CFIHOS-00000030
TPV-0019021,TT-6343,PROP-001,27.1,UOM-BARG,CFIHOS-00000030
TPV-0019022,TT-6343,PROP-004,-14.9,UOM-DEGC,CFIHOS-00000030
TPV-0019023,TT-6343,PROP-003,13.6,UOM-BARG,CFIHOS-00000030
TPV-0019024,FCV-6344,PROP-011,9424.1,UOM-KG,CFIHOS-00000030
TPV-0019025,FCV-6344,PROP-004,223.0,UOM-DEGC,CFIHOS-00000030
TPV-0019026,FCV-6344,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0019027,XV-6345,PROP-012,41.7,UOM-BARG,CFIHOS-00000030
TPV-0019028,XV-6345,PROP-009,600#,,CFIHOS-00000030
TPV-0019029,XV-6345,PROP-005,1791.4,UOM-M3H,CFIHOS-00000030
TPV-0019030,V-6346,PROP-001,49.9,UOM-BARG,CFIHOS-00000030
TPV-0019031,V-6346,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0019032,V-6346,PROP-012,83.2,UOM-BARG,CFIHOS-00000030
TPV-0019033,V-6346,PROP-013,78.0,UOM-BARG,CFIHOS-00000030
TPV-0019034,PT-6347,PROP-011,606.0,UOM-KG,CFIHOS-00000030
TPV-0019035,PT-6347,PROP-006,2179.1,UOM-KW,CFIHOS-00000030
TPV-0019036,XV-6348,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0019037,XV-6348,PROP-002,313.2,UOM-DEGC,CFIHOS-00000030
TPV-0019038,XV-6349,PROP-005,1786.3,UOM-M3H,CFIHOS-00000030
TPV-0019039,XV-6349,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0019040,XV-6349,PROP-003,18.6,UOM-BARG,CFIHOS-00000030
TPV-0019041,XV-6349,PROP-002,226.2,UOM-DEGC,CFIHOS-00000030
TPV-0019042,E-6350,PROP-005,11.8,UOM-M3H,CFIHOS-00000030
TPV-0019043,E-6350,PROP-003,144.5,UOM-BARG,CFIHOS-00000030
TPV-0019044,COL-6351,PROP-012,92.3,UOM-BARG,CFIHOS-00000030
TPV-0019045,COL-6351,PROP-004,30.0,UOM-DEGC,CFIHOS-00000030
TPV-0019046,P-6352,PROP-003,88.7,UOM-BARG,CFIHOS-00000030
TPV-0019047,P-6352,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0019048,P-6352,PROP-006,493.4,UOM-KW,CFIHOS-00000030
TPV-0019049,P-6352,PROP-013,86.0,UOM-BARG,CFIHOS-00000030
TPV-0019050,LT-6353,PROP-003,148.7,UOM-BARG,CFIHOS-00000030
TPV-0019051,LT-6353,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0019052,LT-6353,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0019053,P-6354,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0019054,P-6354,PROP-013,31.8,UOM-BARG,CFIHOS-00000030
TPV-0019055,V-6355,PROP-005,598.9,UOM-M3H,CFIHOS-00000030
TPV-0019056,V-6355,PROP-013,9.6,UOM-BARG,CFIHOS-00000030
TPV-0019057,V-6355,PROP-012,90.1,UOM-BARG,CFIHOS-00000030
TPV-0019058,V-6355,PROP-003,59.3,UOM-BARG,CFIHOS-00000030
TPV-0019059,PSV-6356,PROP-012,41.7,UOM-BARG,CFIHOS-00000030
TPV-0019060,PSV-6356,PROP-005,2427.6,UOM-M3H,CFIHOS-00000030
TPV-0019061,PSV-6356,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0019062,PSV-6356,PROP-001,96.0,UOM-BARG,CFIHOS-00000030
TPV-0019063,PSV-6357,PROP-009,300#,,CFIHOS-00000030
TPV-0019064,PSV-6357,PROP-013,48.7,UOM-BARG,CFIHOS-00000030
TPV-0019065,E-6358,PROP-001,28.4,UOM-BARG,CFIHOS-00000030
TPV-0019066,E-6358,PROP-010,None,,CFIHOS-00000030
TPV-0019067,E-6358,PROP-003,148.9,UOM-BARG,CFIHOS-00000030
TPV-0019068,E-6358,PROP-012,12.1,UOM-BARG,CFIHOS-00000030
TPV-0019069,XV-6359,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0019070,XV-6359,PROP-012,48.8,UOM-BARG,CFIHOS-00000030
TPV-0019071,XV-6359,PROP-001,78.9,UOM-BARG,CFIHOS-00000030
TPV-0019072,XV-6359,PROP-003,61.6,UOM-BARG,CFIHOS-00000030
TPV-0019073,FT-6360,PROP-013,24.2,UOM-BARG,CFIHOS-00000030
TPV-0019074,FT-6360,PROP-004,240.2,UOM-DEGC,CFIHOS-00000030
TPV-0019075,P-6361,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0019076,P-6361,PROP-002,423.1,UOM-DEGC,CFIHOS-00000030
TPV-0019077,P-6361,PROP-003,8.2,UOM-BARG,CFIHOS-00000030
TPV-0019078,XV-6362,PROP-013,21.2,UOM-BARG,CFIHOS-00000030
TPV-0019079,XV-6362,PROP-009,900#,,CFIHOS-00000030
TPV-0019080,XV-6362,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0019081,XV-6362,PROP-004,228.2,UOM-DEGC,CFIHOS-00000030
TPV-0019082,P-6363,PROP-013,48.1,UOM-BARG,CFIHOS-00000030
TPV-0019083,P-6363,PROP-004,264.5,UOM-DEGC,CFIHOS-00000030
TPV-0019084,P-6363,PROP-002,433.0,UOM-DEGC,CFIHOS-00000030
TPV-0019085,LT-6364,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0019086,LT-6364,PROP-013,73.8,UOM-BARG,CFIHOS-00000030
TPV-0019087,LT-6364,PROP-001,47.3,UOM-BARG,CFIHOS-00000030
TPV-0019088,PSV-6365,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0019089,PSV-6365,PROP-005,101.7,UOM-M3H,CFIHOS-00000030
TPV-0019090,E-6366,PROP-006,1266.3,UOM-KW,CFIHOS-00000030
TPV-0019091,E-6366,PROP-002,166.0,UOM-DEGC,CFIHOS-00000030
TPV-0019092,E-6366,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0019093,XV-6367,PROP-011,2683.6,UOM-KG,CFIHOS-00000030
TPV-0019094,XV-6367,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0019095,XV-6367,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0019096,XV-6368,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0019097,XV-6368,PROP-001,85.2,UOM-BARG,CFIHOS-00000030
TPV-0019098,XV-6368,PROP-013,20.0,UOM-BARG,CFIHOS-00000030
TPV-0019099,FT-6369,PROP-013,84.7,UOM-BARG,CFIHOS-00000030
TPV-0019100,FT-6369,PROP-006,1684.0,UOM-KW,CFIHOS-00000030
TPV-0019101,FT-6369,PROP-011,10033.6,UOM-KG,CFIHOS-00000030
TPV-0019102,FT-6369,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0019103,PSV-6370,PROP-013,52.3,UOM-BARG,CFIHOS-00000030
TPV-0019104,PSV-6370,PROP-001,43.7,UOM-BARG,CFIHOS-00000030
TPV-0019105,PSV-6370,PROP-004,430.5,UOM-DEGC,CFIHOS-00000030
TPV-0019106,E-6371,PROP-012,61.4,UOM-BARG,CFIHOS-00000030
TPV-0019107,E-6371,PROP-011,3385.5,UOM-KG,CFIHOS-00000030
TPV-0019108,E-6371,PROP-009,600#,,CFIHOS-00000030
TPV-0019109,PT-6372,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0019110,PT-6372,PROP-002,79.1,UOM-DEGC,CFIHOS-00000030
TPV-0019111,PT-6372,PROP-004,125.7,UOM-DEGC,CFIHOS-00000030
TPV-0019112,PT-6372,PROP-012,98.2,UOM-BARG,CFIHOS-00000030
TPV-0019113,COL-6373,PROP-011,6255.7,UOM-KG,CFIHOS-00000030
TPV-0019114,COL-6373,PROP-005,1548.5,UOM-M3H,CFIHOS-00000030
TPV-0019115,COL-6373,PROP-013,63.0,UOM-BARG,CFIHOS-00000030
TPV-0019116,COL-6373,PROP-006,1043.7,UOM-KW,CFIHOS-00000030
TPV-0019117,P-6374,PROP-005,2021.1,UOM-M3H,CFIHOS-00000030
TPV-0019118,P-6374,PROP-003,16.6,UOM-BARG,CFIHOS-00000030
TPV-0019119,P-6374,PROP-013,70.1,UOM-BARG,CFIHOS-00000030
TPV-0019120,E-6375,PROP-009,600#,,CFIHOS-00000030
TPV-0019121,E-6375,PROP-002,158.9,UOM-DEGC,CFIHOS-00000030
TPV-0019122,LT-6376,PROP-002,354.3,UOM-DEGC,CFIHOS-00000030
TPV-0019123,LT-6376,PROP-012,85.8,UOM-BARG,CFIHOS-00000030
TPV-0019124,LT-6376,PROP-006,226.7,UOM-KW,CFIHOS-00000030
TPV-0019125,P-6377,PROP-003,136.8,UOM-BARG,CFIHOS-00000030
TPV-0019126,P-6377,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0019127,COL-6378,PROP-005,621.5,UOM-M3H,CFIHOS-00000030
TPV-0019128,COL-6378,PROP-011,2711.8,UOM-KG,CFIHOS-00000030
TPV-0019129,COL-6378,PROP-012,77.2,UOM-BARG,CFIHOS-00000030
TPV-0019130,E-6379,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0019131,E-6379,PROP-004,346.2,UOM-DEGC,CFIHOS-00000030
TPV-0019132,XV-6380,PROP-009,300#,,CFIHOS-00000030
TPV-0019133,XV-6380,PROP-013,14.2,UOM-BARG,CFIHOS-00000030
TPV-0019134,XV-6380,PROP-003,31.4,UOM-BARG,CFIHOS-00000030
TPV-0019135,XV-6380,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0019136,P-6381,PROP-012,35.9,UOM-BARG,CFIHOS-00000030
TPV-0019137,P-6381,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0019138,P-6382,PROP-002,-16.5,UOM-DEGC,CFIHOS-00000030
TPV-0019139,P-6382,PROP-003,55.6,UOM-BARG,CFIHOS-00000030
TPV-0019140,P-6382,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0019141,P-6382,PROP-012,27.4,UOM-BARG,CFIHOS-00000030
TPV-0019142,XV-6383,PROP-013,25.8,UOM-BARG,CFIHOS-00000030
TPV-0019143,XV-6383,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0019144,XV-6383,PROP-005,2182.3,UOM-M3H,CFIHOS-00000030
TPV-0019145,XV-6383,PROP-012,21.8,UOM-BARG,CFIHOS-00000030
TPV-0019146,P-6384,PROP-005,492.9,UOM-M3H,CFIHOS-00000030
TPV-0019147,P-6384,PROP-001,61.0,UOM-BARG,CFIHOS-00000030
TPV-0019148,P-6384,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0019149,P-6384,PROP-013,78.8,UOM-BARG,CFIHOS-00000030
TPV-0019150,PSV-6385,PROP-004,120.4,UOM-DEGC,CFIHOS-00000030
TPV-0019151,PSV-6385,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0019152,P-6386,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0019153,P-6386,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0019154,FCV-6387,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0019155,FCV-6387,PROP-006,2947.8,UOM-KW,CFIHOS-00000030
TPV-0019156,XV-6388,PROP-008,25,UOM-MM,CFIHOS-00000030
TPV-0019157,XV-6388,PROP-001,129.2,UOM-BARG,CFIHOS-00000030
TPV-0019158,FT-6389,PROP-010,None,,CFIHOS-00000030
TPV-0019159,FT-6389,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0019160,FT-6390,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0019161,FT-6390,PROP-011,5937.9,UOM-KG,CFIHOS-00000030
TPV-0019162,PSV-6391,PROP-011,10346.7,UOM-KG,CFIHOS-00000030
TPV-0019163,PSV-6391,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0019164,PSV-6391,PROP-001,115.2,UOM-BARG,CFIHOS-00000030
TPV-0019165,TT-6392,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0019166,TT-6392,PROP-001,25.2,UOM-BARG,CFIHOS-00000030
TPV-0019167,FT-6393,PROP-003,119.9,UOM-BARG,CFIHOS-00000030
TPV-0019168,FT-6393,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0019169,FT-6393,PROP-009,150#,,CFIHOS-00000030
TPV-0019170,XV-6394,PROP-002,366.4,UOM-DEGC,CFIHOS-00000030
TPV-0019171,XV-6394,PROP-011,4522.9,UOM-KG,CFIHOS-00000030
TPV-0019172,XV-6394,PROP-012,65.5,UOM-BARG,CFIHOS-00000030
TPV-0019173,XV-6394,PROP-005,620.5,UOM-M3H,CFIHOS-00000030
TPV-0019174,LT-6395,PROP-001,135.4,UOM-BARG,CFIHOS-00000030
TPV-0019175,LT-6395,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0019176,COL-6396,PROP-009,600#,,CFIHOS-00000030
TPV-0019177,COL-6396,PROP-013,14.4,UOM-BARG,CFIHOS-00000030
TPV-0019178,COL-6396,PROP-012,68.8,UOM-BARG,CFIHOS-00000030
TPV-0019179,V-6397,PROP-005,2283.2,UOM-M3H,CFIHOS-00000030
TPV-0019180,V-6397,PROP-006,109.0,UOM-KW,CFIHOS-00000030
TPV-0019181,V-6397,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0019182,COL-6398,PROP-008,80,UOM-MM,CFIHOS-00000030
TPV-0019183,COL-6398,PROP-004,96.8,UOM-DEGC,CFIHOS-00000030
TPV-0019184,PSV-6399,PROP-004,357.9,UOM-DEGC,CFIHOS-00000030
TPV-0019185,PSV-6399,PROP-003,106.4,UOM-BARG,CFIHOS-00000030
TPV-0019186,PSV-6399,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0019187,PSV-6399,PROP-011,776.8,UOM-KG,CFIHOS-00000030
TPV-0019188,E-6400,PROP-013,75.6,UOM-BARG,CFIHOS-00000030
TPV-0019189,E-6400,PROP-002,371.8,UOM-DEGC,CFIHOS-00000030
TPV-0019190,E-6400,PROP-009,900#,,CFIHOS-00000030
TPV-0019191,XV-6401,PROP-006,2556.2,UOM-KW,CFIHOS-00000030
TPV-0019192,XV-6401,PROP-013,91.8,UOM-BARG,CFIHOS-00000030
TPV-0019193,V-6402,PROP-009,150#,,CFIHOS-00000030
TPV-0019194,V-6402,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0019195,V-6402,PROP-005,2040.5,UOM-M3H,CFIHOS-00000030
TPV-0019196,V-6402,PROP-012,31.6,UOM-BARG,CFIHOS-00000030
TPV-0019197,TT-6403,PROP-005,1582.8,UOM-M3H,CFIHOS-00000030
TPV-0019198,TT-6403,PROP-003,133.4,UOM-BARG,CFIHOS-00000030
TPV-0019199,TT-6403,PROP-009,150#,,CFIHOS-00000030
TPV-0019200,TT-6403,PROP-004,175.3,UOM-DEGC,CFIHOS-00000030
TPV-0019201,PT-6404,PROP-001,123.8,UOM-BARG,CFIHOS-00000030
TPV-0019202,PT-6404,PROP-003,80.1,UOM-BARG,CFIHOS-00000030
TPV-0019203,K-6405,PROP-013,83.5,UOM-BARG,CFIHOS-00000030
