partNumber,partDescription,recommendedQuantity,criticality,cfihosId
SP-002775,Spare for XV-24344: Sensor Element,4,Medium,CFIHOS-00000200
SP-002776,Spare for FCV-2620: Sensor Element,4,Medium,CFIHOS-00000200
SP-002777,Spare for FCV-2620: Gasket Set,1,Medium,CFIHOS-00000200
SP-002778,Spare for P-7219: Diaphragm,3,High,CFIHOS-00000200
SP-002779,Spare for P-7219: Diaphragm,4,Low,CFIHOS-00000200
SP-002780,Spare for P-34868: Diaphragm,4,High,CFIHOS-00000200
SP-002781,Spare for P-34868: Gasket Set,1,Medium,CFIHOS-00000200
SP-002782,Spare for P-15464: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-002783,Spare for P-15464: Sensor Element,1,High,CFIHOS-00000200
SP-002784,Spare for PSV-20631: Bearing Assembly,4,High,CFIHOS-00000200
SP-002785,Spare for COL-23820: Diaphragm,2,Low,CFIHOS-00000200
SP-002786,Spare for PSV-19285: Diaphragm,3,Low,CFIHOS-00000200
SP-002787,Spare for P-24432: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-002788,Spare for LT-17787: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-002789,Spare for P-23811: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002790,Spare for XV-37510: Diaphragm,3,Medium,CFIHOS-00000200
SP-002791,Spare for XV-37510: O-Ring Kit,2,Low,CFIHOS-00000200
SP-002792,Spare for V-28960: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-002793,Spare for V-28960: Diaphragm,2,Low,CFIHOS-00000200
SP-002794,Spare for E-9608: Seal Kit,1,Medium,CFIHOS-00000200
SP-002795,Spare for E-9608: Bearing Assembly,3,Low,CFIHOS-00000200
SP-002796,Spare for V-21724: Diaphragm,1,Low,CFIHOS-00000200
SP-002797,Spare for V-21724: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-002798,Spare for K-20605: Sensor Element,2,Medium,CFIHOS-00000200
SP-002799,Spare for XV-9102: Diaphragm,2,Low,CFIHOS-00000200
SP-002800,Spare for XV-9102: Sensor Element,4,Medium,CFIHOS-00000200
SP-002801,Spare for E-37994: Sensor Element,1,Medium,CFIHOS-00000200
SP-002802,Spare for E-37994: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-002803,Spare for K-32554: O-Ring Kit,4,High,CFIHOS-00000200
SP-002804,Spare for LT-6616: Seal Kit,3,Low,CFIHOS-00000200
SP-002805,Spare for K-37136: Sensor Element,4,Low,CFIHOS-00000200
SP-002806,Spare for K-37136: Gasket Set,1,High,CFIHOS-00000200
SP-002807,Spare for E-28545: Seal Kit,3,Medium,CFIHOS-00000200
SP-002808,Spare for E-28545: Diaphragm,4,Low,CFIHOS-00000200
SP-002809,Spare for FCV-9052: Gasket Set,2,High,CFIHOS-00000200
SP-002810,Spare for P-35948: O-Ring Kit,1,Low,CFIHOS-00000200
SP-002811,Spare for P-35948: Bearing Assembly,3,High,CFIHOS-00000200
SP-002812,Spare for V-3714: Sensor Element,3,High,CFIHOS-00000200
SP-002813,Spare for V-3714: Gasket Set,2,Medium,CFIHOS-00000200
SP-002814,Spare for P-39069: Seal Kit,4,Medium,CFIHOS-00000200
SP-002815,Spare for FCV-5861: Sensor Element,1,High,CFIHOS-00000200
SP-002816,Spare for P-22884: Diaphragm,3,High,CFIHOS-00000200
SP-002817,Spare for P-22884: Seal Kit,1,High,CFIHOS-00000200
SP-002818,Spare for FT-7980: Seal Kit,3,Low,CFIHOS-00000200
SP-002819,Spare for PSV-3489: Diaphragm,2,Medium,CFIHOS-00000200
SP-002820,Spare for PSV-3489: Gasket Set,2,Medium,CFIHOS-00000200
SP-002821,Spare for E-25899: Seal Kit,2,Low,CFIHOS-00000200
SP-002822,Spare for P-7607: Seal Kit,1,High,CFIHOS-00000200
SP-002823,Spare for TT-16687: Diaphragm,4,High,CFIHOS-00000200
SP-002824,Spare for TT-16687: Diaphragm,4,Medium,CFIHOS-00000200
SP-002825,Spare for TT-10044: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002826,Spare for TT-10044: Gasket Set,4,High,CFIHOS-00000200
SP-002827,Spare for FT-7629: Sensor Element,3,High,CFIHOS-00000200
SP-002828,Spare for FCV-5418: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-002829,Spare for FCV-5418: Diaphragm,3,Low,CFIHOS-00000200
SP-002830,Spare for FT-11664: Sensor Element,2,Low,CFIHOS-00000200
SP-002831,Spare for PT-201: Gasket Set,1,Low,CFIHOS-00000200
SP-002832,Spare for PT-201: O-Ring Kit,4,High,CFIHOS-00000200
SP-002833,Spare for E-259: Sensor Element,2,Low,CFIHOS-00000200
SP-002834,Spare for PSV-37155: O-Ring Kit,3,High,CFIHOS-00000200
SP-002835,Spare for XV-90: Sensor Element,3,High,CFIHOS-00000200
SP-002836,Spare for XV-90: Bearing Assembly,3,Low,CFIHOS-00000200
SP-002837,Spare for PSV-29189: O-Ring Kit,1,Low,CFIHOS-00000200
SP-002838,Spare for COL-12067: Seal Kit,1,High,CFIHOS-00000200
SP-002839,Spare for COL-38395: O-Ring Kit,2,High,CFIHOS-00000200
SP-002840,Spare for FT-21947: Seal Kit,4,High,CFIHOS-00000200
SP-002841,Spare for FCV-20071: Gasket Set,4,High,CFIHOS-00000200
SP-002842,Spare for PT-26412: Bearing Assembly,1,High,CFIHOS-00000200
SP-002843,Spare for FCV-13866: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-002844,Spare for FCV-13866: Diaphragm,4,Low,CFIHOS-00000200
SP-002845,Spare for V-24741: Diaphragm,2,Medium,CFIHOS-00000200
SP-002846,Spare for FT-34900: Bearing Assembly,3,High,CFIHOS-00000200
SP-002847,Spare for K-30030: Gasket Set,4,Low,CFIHOS-00000200
SP-002848,Spare for FT-8146: Sensor Element,4,Medium,CFIHOS-00000200
SP-002849,Spare for FCV-2500: Seal Kit,1,Medium,CFIHOS-00000200
SP-002850,Spare for FCV-2500: Seal Kit,4,Medium,CFIHOS-00000200
SP-002851,Spare for V-31917: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-002852,Spare for V-31917: Seal Kit,1,High,CFIHOS-00000200
SP-002853,Spare for LT-32374: Gasket Set,2,Low,CFIHOS-00000200
SP-002854,Spare for FCV-13647: Bearing Assembly,1,Low,CFIHOS-00000200
SP-002855,Spare for E-12957: Gasket Set,1,High,CFIHOS-00000200
SP-002856,Spare for E-12957: Gasket Set,4,High,CFIHOS-00000200
SP-002857,Spare for XV-8221: Sensor Element,2,Medium,CFIHOS-00000200
SP-002858,Spare for K-1317: Gasket Set,4,Low,CFIHOS-00000200
SP-002859,Spare for V-23160: Sensor Element,2,High,CFIHOS-00000200
SP-002860,Spare for V-23160: Gasket Set,1,Low,CFIHOS-00000200
SP-002861,Spare for FCV-37189: O-Ring Kit,3,Low,CFIHOS-00000200
SP-002862,Spare for P-39999: Gasket Set,4,Medium,CFIHOS-00000200
SP-002863,Spare for P-39999: Sensor Element,2,Low,CFIHOS-00000200
SP-002864,Spare for PT-36443: O-Ring Kit,4,Low,CFIHOS-00000200
SP-002865,Spare for PT-36443: Seal Kit,1,High,CFIHOS-00000200
SP-002866,Spare for XV-29420: Sensor Element,2,Medium,CFIHOS-00000200
SP-002867,Spare for XV-29420: O-Ring Kit,4,Low,CFIHOS-00000200
SP-002868,Spare for COL-11197: Seal Kit,1,Low,CFIHOS-00000200
SP-002869,Spare for COL-11197: O-Ring Kit,4,Low,CFIHOS-00000200
SP-002870,Spare for E-16177: O-Ring Kit,2,Low,CFIHOS-00000200
SP-002871,Spare for P-35044: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002872,Spare for PT-33879: Sensor Element,3,High,CFIHOS-00000200
SP-002873,Spare for PT-33879: Seal Kit,1,Low,CFIHOS-00000200
SP-002874,Spare for PSV-23286: Seal Kit,1,High,CFIHOS-00000200
SP-002875,Spare for FT-39563: O-Ring Kit,3,High,CFIHOS-00000200
SP-002876,Spare for FT-39563: Gasket Set,4,High,CFIHOS-00000200
SP-002877,Spare for V-25082: Seal Kit,3,Medium,CFIHOS-00000200
SP-002878,Spare for LT-22360: O-Ring Kit,2,Low,CFIHOS-00000200
SP-002879,Spare for LT-22360: Seal Kit,1,Low,CFIHOS-00000200
SP-002880,Spare for TT-35777: Diaphragm,4,Medium,CFIHOS-00000200
SP-002881,Spare for TT-35777: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-002882,Spare for P-16343: Gasket Set,1,Low,CFIHOS-00000200
SP-002883,Spare for P-11268: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002884,Spare for P-11268: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-002885,Spare for E-13691: Seal Kit,4,Medium,CFIHOS-00000200
SP-002886,Spare for TT-29007: Diaphragm,1,Low,CFIHOS-00000200
SP-002887,Spare for V-17191: Seal Kit,1,Medium,CFIHOS-00000200
SP-002888,Spare for V-17191: Seal Kit,1,Medium,CFIHOS-00000200
SP-002889,Spare for PSV-35207: Bearing Assembly,1,Low,CFIHOS-00000200
SP-002890,Spare for PSV-35207: Diaphragm,2,Low,CFIHOS-00000200
SP-002891,Spare for XV-9332: Bearing Assembly,3,Low,CFIHOS-00000200
SP-002892,Spare for XV-9332: Gasket Set,4,Medium,CFIHOS-00000200
SP-002893,Spare for FCV-9000: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-002894,Spare for FCV-9000: Bearing Assembly,4,Low,CFIHOS-00000200
SP-002895,Spare for PSV-28273: Gasket Set,2,Low,CFIHOS-00000200
SP-002896,Spare for PT-35909: Diaphragm,2,High,CFIHOS-00000200
SP-002897,Spare for XV-21325: Diaphragm,4,Medium,CFIHOS-00000200
SP-002898,Spare for PSV-1337: Gasket Set,4,Medium,CFIHOS-00000200
SP-002899,Spare for FT-30987: Sensor Element,4,Medium,CFIHOS-00000200
SP-002900,Spare for FT-30987: Diaphragm,4,High,CFIHOS-00000200
SP-002901,Spare for FT-20894: Sensor Element,3,Medium,CFIHOS-00000200
SP-002902,Spare for XV-15620: Sensor Element,3,Low,CFIHOS-00000200
SP-002903,Spare for FCV-24794: Seal Kit,2,Low,CFIHOS-00000200
SP-002904,Spare for LT-32750: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002905,Spare for P-23810: Gasket Set,2,High,CFIHOS-00000200
SP-002906,Spare for P-23810: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-002907,Spare for K-16108: Seal Kit,1,High,CFIHOS-00000200
SP-002908,Spare for PSV-31199: Sensor Element,4,Low,CFIHOS-00000200
SP-002909,Spare for PSV-31199: Bearing Assembly,2,High,CFIHOS-00000200
SP-002910,Spare for COL-6211: Diaphragm,1,Medium,CFIHOS-00000200
SP-002911,Spare for PT-5456: Bearing Assembly,1,High,CFIHOS-00000200
SP-002912,Spare for PT-5456: Diaphragm,3,Medium,CFIHOS-00000200
SP-002913,Spare for V-27852: O-Ring Kit,3,High,CFIHOS-00000200
SP-002914,Spare for V-3342: Seal Kit,4,Low,CFIHOS-00000200
SP-002915,Spare for PSV-30273: Seal Kit,1,Medium,CFIHOS-00000200
SP-002916,Spare for K-12893: Diaphragm,4,Low,CFIHOS-00000200
SP-002917,Spare for P-17398: Sensor Element,1,Low,CFIHOS-00000200
SP-002918,Spare for P-17398: Diaphragm,4,Low,CFIHOS-00000200
SP-002919,Spare for K-16175: Gasket Set,4,Low,CFIHOS-00000200
SP-002920,Spare for PSV-7975: Gasket Set,3,High,CFIHOS-00000200
SP-002921,Spare for PSV-7975: Sensor Element,4,Low,CFIHOS-00000200
SP-002922,Spare for E-12581: Sensor Element,1,Low,CFIHOS-00000200
SP-002923,Spare for TT-13665: Seal Kit,1,High,CFIHOS-00000200
SP-002924,Spare for TT-13665: O-Ring Kit,4,Low,CFIHOS-00000200
SP-002925,Spare for XV-12000: Sensor Element,2,Low,CFIHOS-00000200
SP-002926,Spare for XV-12000: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-002927,Spare for E-32213: Gasket Set,1,Low,CFIHOS-00000200
SP-002928,Spare for E-9187: Diaphragm,2,Low,CFIHOS-00000200
SP-002929,Spare for LT-15666: Seal Kit,3,Medium,CFIHOS-00000200
SP-002930,Spare for LT-15666: Sensor Element,4,Low,CFIHOS-00000200
SP-002931,Spare for XV-16944: Bearing Assembly,4,Low,CFIHOS-00000200
SP-002932,Spare for PSV-8013: Gasket Set,4,High,CFIHOS-00000200
SP-002933,Spare for PSV-8013: Sensor Element,1,Medium,CFIHOS-00000200
SP-002934,Spare for P-31347: Sensor Element,4,Medium,CFIHOS-00000200
SP-002935,Spare for P-31347: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-002936,Spare for PT-17533: Seal Kit,1,Medium,CFIHOS-00000200
SP-002937,Spare for PT-17533: Bearing Assembly,4,Low,CFIHOS-00000200
SP-002938,Spare for FCV-24216: Sensor Element,2,High,CFIHOS-00000200
SP-002939,Spare for COL-14531: Bearing Assembly,2,High,CFIHOS-00000200
SP-002940,Spare for COL-14531: Gasket Set,1,Low,CFIHOS-00000200
SP-002941,Spare for XV-28047: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-002942,Spare for PSV-20569: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-002943,Spare for FCV-28937: Gasket Set,1,Medium,CFIHOS-00000200
SP-002944,Spare for XV-36804: Bearing Assembly,1,High,CFIHOS-00000200
SP-002945,Spare for XV-36804: Diaphragm,3,Low,CFIHOS-00000200
SP-002946,Spare for LT-32315: Bearing Assembly,3,High,CFIHOS-00000200
SP-002947,Spare for FCV-23149: Sensor Element,3,Low,CFIHOS-00000200
SP-002948,Spare for P-30055: Gasket Set,4,Medium,CFIHOS-00000200
SP-002949,Spare for P-30055: Diaphragm,4,Low,CFIHOS-00000200
SP-002950,Spare for PSV-28411: Gasket Set,2,Medium,CFIHOS-00000200
SP-002951,Spare for PSV-28411: Diaphragm,2,Medium,CFIHOS-00000200
SP-002952,Spare for XV-1661: O-Ring Kit,3,Low,CFIHOS-00000200
SP-002953,Spare for LT-36032: Sensor Element,4,Medium,CFIHOS-00000200
SP-002954,Spare for TT-3713: Gasket Set,2,High,CFIHOS-00000200
SP-002955,Spare for TT-3713: Seal Kit,3,High,CFIHOS-00000200
SP-002956,Spare for P-7403: O-Ring Kit,1,Low,CFIHOS-00000200
SP-002957,Spare for P-7403: Bearing Assembly,1,Low,CFIHOS-00000200
SP-002958,Spare for LT-1840: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-002959,Spare for XV-28265: Bearing Assembly,2,High,CFIHOS-00000200
SP-002960,Spare for XV-28265: Seal Kit,3,Low,CFIHOS-00000200
SP-002961,Spare for LT-7729: Diaphragm,4,Medium,CFIHOS-00000200
SP-002962,Spare for LT-7729: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-002963,Spare for P-6317: O-Ring Kit,1,Low,CFIHOS-00000200
SP-002964,Spare for COL-36579: Diaphragm,3,Low,CFIHOS-00000200
SP-002965,Spare for COL-29003: Diaphragm,4,Low,CFIHOS-00000200
SP-002966,Spare for FT-14677: Sensor Element,4,Low,CFIHOS-00000200
SP-002967,Spare for FT-14677: Bearing Assembly,3,High,CFIHOS-00000200
SP-002968,Spare for FT-24628: Seal Kit,3,Low,CFIHOS-00000200
SP-002969,Spare for FT-24628: Bearing Assembly,1,High,CFIHOS-00000200
SP-002970,Spare for FT-14482: Sensor Element,2,High,CFIHOS-00000200
SP-002971,Spare for FT-14482: Bearing Assembly,2,Low,CFIHOS-00000200
SP-002972,Spare for FCV-32026: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002973,Spare for P-1828: Sensor Element,1,High,CFIHOS-00000200
SP-002974,Spare for P-1828: Sensor Element,3,Low,CFIHOS-00000200
SP-002975,Spare for E-19955: Seal Kit,3,High,CFIHOS-00000200
SP-002976,Spare for TT-28403: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-002977,Spare for FCV-12642: Seal Kit,3,Low,CFIHOS-00000200
SP-002978,Spare for P-23849: Gasket Set,4,Medium,CFIHOS-00000200
SP-002979,Spare for COL-15431: Sensor Element,2,Medium,CFIHOS-00000200
SP-002980,Spare for V-35685: O-Ring Kit,2,Low,CFIHOS-00000200
SP-002981,Spare for V-35685: Bearing Assembly,4,Low,CFIHOS-00000200
SP-002982,Spare for TT-36767: Seal Kit,3,High,CFIHOS-00000200
SP-002983,Spare for P-7526: Gasket Set,1,Medium,CFIHOS-00000200
SP-002984,Spare for FT-14510: Sensor Element,3,High,CFIHOS-00000200
SP-002985,Spare for FT-14510: Bearing Assembly,2,Low,CFIHOS-00000200
SP-002986,Spare for XV-2608: Diaphragm,3,High,CFIHOS-00000200
SP-002987,Spare for XV-2608: Gasket Set,2,Medium,CFIHOS-00000200
SP-002988,Spare for PSV-10862: Seal Kit,3,Medium,CFIHOS-00000200
SP-002989,Spare for P-9830: Diaphragm,1,High,CFIHOS-00000200
SP-002990,Spare for K-28251: Diaphragm,1,Medium,CFIHOS-00000200
SP-002991,Spare for PSV-13512: Sensor Element,1,High,CFIHOS-00000200
SP-002992,Spare for PSV-13512: O-Ring Kit,1,Low,CFIHOS-00000200
SP-002993,Spare for P-31050: Seal Kit,2,High,CFIHOS-00000200
SP-002994,Spare for P-31050: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-002995,Spare for PT-22018: Sensor Element,2,Medium,CFIHOS-00000200
SP-002996,Spare for PT-22018: Bearing Assembly,2,High,CFIHOS-00000200
SP-002997,Spare for K-3190: Sensor Element,4,Low,CFIHOS-00000200
SP-002998,Spare for FT-38026: Bearing Assembly,2,High,CFIHOS-00000200
SP-002999,Spare for E-1517: Diaphragm,2,High,CFIHOS-00000200
SP-003000,Spare for FT-28061: Bearing Assembly,2,High,CFIHOS-00000200
SP-003001,Spare for LT-17303: O-Ring Kit,3,High,CFIHOS-00000200
SP-003002,Spare for PSV-18300: Seal Kit,3,Medium,CFIHOS-00000200
SP-003003,Spare for XV-4392: Bearing Assembly,3,High,CFIHOS-00000200
SP-003004,Spare for XV-4392: Bearing Assembly,4,Low,CFIHOS-00000200
SP-003005,Spare for PT-29512: Bearing Assembly,4,High,CFIHOS-00000200
SP-003006,Spare for PT-29512: O-Ring Kit,4,High,CFIHOS-00000200
SP-003007,Spare for XV-12435: Seal Kit,1,High,CFIHOS-00000200
SP-003008,Spare for XV-12435: Diaphragm,3,Low,CFIHOS-00000200
SP-003009,Spare for XV-187: Gasket Set,3,High,CFIHOS-00000200
SP-003010,Spare for XV-187: Sensor Element,3,Low,CFIHOS-00000200
SP-003011,Spare for TT-2717: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-003012,Spare for TT-2717: O-Ring Kit,1,High,CFIHOS-00000200
SP-003013,Spare for XV-35165: Sensor Element,1,Low,CFIHOS-00000200
SP-003014,Spare for XV-35165: Bearing Assembly,4,Low,CFIHOS-00000200
SP-003015,Spare for XV-32715: Diaphragm,2,Medium,CFIHOS-00000200
SP-003016,Spare for XV-32715: Gasket Set,2,Medium,CFIHOS-00000200
SP-003017,Spare for K-21925: Diaphragm,2,High,CFIHOS-00000200
SP-003018,Spare for P-34723: Gasket Set,1,Low,CFIHOS-00000200
SP-003019,Spare for P-34723: Seal Kit,4,High,CFIHOS-00000200
SP-003020,Spare for FT-6923: Bearing Assembly,4,Medium,CFIHOS-00000200
SP-003021,Spare for FT-6923: Sensor Element,1,High,CFIHOS-00000200
SP-003022,Spare for E-2490: Seal Kit,4,Medium,CFIHOS-00000200
SP-003023,Spare for E-2490: Sensor Element,4,High,CFIHOS-00000200
SP-003024,Spare for P-16322: Diaphragm,3,High,CFIHOS-00000200
SP-003025,Spare for V-28174: Seal Kit,1,High,CFIHOS-00000200
SP-003026,Spare for K-2168: Sensor Element,2,Low,CFIHOS-00000200
SP-003027,Spare for TT-35868: Bearing Assembly,2,Low,CFIHOS-00000200
SP-003028,Spare for TT-35868: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-003029,Spare for TT-3971: O-Ring Kit,4,High,CFIHOS-00000200
SP-003030,Spare for TT-3971: Bearing Assembly,4,Low,CFIHOS-00000200
SP-003031,Spare for E-33722: O-Ring Kit,1,Low,CFIHOS-00000200
SP-003032,Spare for K-26888: Gasket Set,2,High,CFIHOS-00000200
SP-003033,Spare for P-32652: O-Ring Kit,4,High,CFIHOS-00000200
SP-003034,Spare for P-32652: O-Ring Kit,1,Low,CFIHOS-00000200
SP-003035,Spare for COL-36635: Sensor Element,4,Low,CFIHOS-00000200
SP-003036,Spare for COL-36635: Sensor Element,3,Low,CFIHOS-00000200
SP-003037,Spare for V-1101: Bearing Assembly,3,Medium,CFIHOS-00000200
SP-003038,Spare for V-1101: O-Ring Kit,2,Low,CFIHOS-00000200
SP-003039,Spare for P-11501: Bearing Assembly,1,High,CFIHOS-00000200
SP-003040,Spare for P-11501: O-Ring Kit,2,High,CFIHOS-00000200
SP-003041,Spare for P-18842: Seal Kit,3,High,CFIHOS-00000200
SP-003042,Spare for P-18842: Sensor Element,1,Medium,CFIHOS-00000200
SP-003043,Spare for P-11732: Sensor Element,1,Medium,CFIHOS-00000200
SP-003044,Spare for P-11732: Seal Kit,1,Low,CFIHOS-00000200
SP-003045,Spare for XV-33914: Bearing Assembly,3,Low,CFIHOS-00000200
SP-003046,Spare for XV-33914: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-003047,Spare for PT-6651: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-003048,Spare for P-28245: Bearing Assembly,3,High,CFIHOS-00000200
SP-003049,Spare for P-28245: Bearing Assembly,1,High,CFIHOS-00000200
SP-003050,Spare for COL-9199: Sensor Element,1,Medium,CFIHOS-00000200
SP-003051,Spare for P-31487: Gasket Set,1,Low,CFIHOS-00000200
SP-003052,Spare for COL-34972: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-003053,Spare for COL-34972: Bearing Assembly,2,Low,CFIHOS-00000200
SP-003054,Spare for XV-36309: O-Ring Kit,2,Medium,CFIHOS-00000200
SP-003055,Spare for P-26998: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-003056,Spare for TT-38797: Bearing Assembly,3,High,CFIHOS-00000200
SP-003057,Spare for PT-5762: Sensor Element,3,High,CFIHOS-00000200
SP-003058,Spare for V-18323: Sensor Element,2,High,CFIHOS-00000200
SP-003059,Spare for P-23945: Gasket Set,4,Medium,CFIHOS-00000200
SP-003060,Spare for P-23945: O-Ring Kit,2,High,CFIHOS-00000200
SP-003061,Spare for FT-29816: Seal Kit,4,High,CFIHOS-00000200
SP-003062,Spare for FT-29816: Bearing Assembly,3,Low,CFIHOS-00000200
SP-003063,Spare for P-21410: Sensor Element,4,High,CFIHOS-00000200
SP-003064,Spare for P-21410: Bearing Assembly,4,High,CFIHOS-00000200
SP-003065,Spare for COL-9309: O-Ring Kit,2,High,CFIHOS-00000200
SP-003066,Spare for TT-15846: Seal Kit,2,Medium,CFIHOS-00000200
SP-003067,Spare for TT-15846: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-003068,Spare for FT-6260: Seal Kit,3,Low,CFIHOS-00000200
SP-003069,Spare for TT-13919: O-Ring Kit,1,Medium,CFIHOS-00000200
SP-003070,Spare for TT-13919: Bearing Assembly,1,Medium,CFIHOS-00000200
SP-003071,Spare for FT-16730: Seal Kit,4,High,CFIHOS-00000200
SP-003072,Spare for COL-34174: Gasket Set,4,Low,CFIHOS-00000200
SP-003073,Spare for COL-34174: Seal Kit,2,Medium,CFIHOS-00000200
SP-003074,Spare for P-24199: Bearing Assembly,2,High,CFIHOS-00000200
SP-003075,Spare for LT-23623: Bearing Assembly,4,High,CFIHOS-00000200
SP-003076,Spare for P-16126: Seal Kit,2,High,CFIHOS-00000200
SP-003077,Spare for FT-8896: Sensor Element,1,High,CFIHOS-00000200
SP-003078,Spare for FT-8896: Sensor Element,1,Low,CFIHOS-00000200
SP-003079,Spare for PSV-15559: Gasket Set,1,High,CFIHOS-00000200
SP-003080,Spare for K-4550: Sensor Element,1,Low,CFIHOS-00000200
SP-003081,Spare for K-4550: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-003082,Spare for FT-9805: Seal Kit,4,Medium,CFIHOS-00000200
SP-003083,Spare for FT-9805: Seal Kit,4,Medium,CFIHOS-00000200
SP-003084,Spare for K-38062: Sensor Element,1,High,CFIHOS-00000200
SP-003085,Spare for PSV-5275: Sensor Element,3,High,CFIHOS-00000200
SP-003086,Spare for XV-27428: Bearing Assembly,3,High,CFIHOS-00000200
SP-003087,Spare for XV-27428: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-003088,Spare for FCV-11502: Bearing Assembly,4,High,CFIHOS-00000200
SP-003089,Spare for FCV-11502: Gasket Set,2,Medium,CFIHOS-00000200
SP-003090,Spare for TT-3813: Gasket Set,3,Medium,CFIHOS-00000200
SP-003091,Spare for TT-3813: Sensor Element,3,Medium,CFIHOS-00000200
SP-003092,Spare for COL-31035: O-Ring Kit,3,Medium,CFIHOS-00000200
SP-003093,Spare for V-22577: Gasket Set,4,High,CFIHOS-00000200
SP-003094,Spare for V-22577: O-Ring Kit,4,Medium,CFIHOS-00000200
SP-003095,Spare for FT-19385: Seal Kit,2,High,CFIHOS-00000200
SP-003096,Spare for FT-19385: Bearing Assembly,2,Medium,CFIHOS-00000200
SP-003097,Spare for K-12772: Bearing Assembly,4,High,CFIHOS-00000200
SP-003098,Spare for PT-11371: Seal Kit,4,Low,CFIHOS-00000200
SP-003099,Spare for PT-11371: Bearing Assembly,3,Medium,CFIHOS-00000200
